"id","code_prefix_start","name","name@lv"
"l10n_lv_group_613_05","613.05","Depreciation of computer equipment","Depreciación de equipo de cómputo"
"l10n_lv_group_613_06","613.06","Depreciation of communication equipment","Depreciación de equipo de comunicación"
"l10n_lv_group_613_07","613.07","Depreciation of biological, plant and livestock assets","Depreciación de activos biológicos, vegetales y semovientes"
"l10n_lv_group_613_08","613.08","Depreciation of other fixed assets","Depreciación de otros activos fijos"
"l10n_lv_group_613_09","613.09","Railway depreciation","Depreciación de ferrocarriles"
"l10n_lv_group_613_10","613.10","Depreciation of ships","Depreciación de embarcaciones"
"l10n_lv_group_613_11","613.11","Aircraft depreciation","Depreciación de aviones"
"l10n_lv_group_613_12","613.12","Depreciation of dies, moulds, dies and tooling","Depreciación de troqueles, moldes, matrices y herramental"
"l10n_lv_group_613_13","613.13","Depreciation of telephone communications equipment","Depreciación de equipo de comunicaciones telefónicas"
"l10n_lv_group_613_14","613.14","Depreciation of satellite communication equipment","Depreciación de equipo de comunicación satelital"
"l10n_lv_group_613_15","613.15","Depreciation of adaptive equipment for disabled persons","Depreciación de equipo de adaptaciones para personas con capacidades diferentes"
"l10n_lv_group_613_16","613.16","Depreciation of machinery and equipment for the generation of energy from renewable sources or efficient cogeneration systems","Depreciación de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente"
"l10n_lv_group_613_17","613.17","Depreciation of adaptations and improvements","Depreciación de adaptaciones y mejoras"
"l10n_lv_group_613_18","613.18","Depreciation of other machinery and equipment","Depreciación de otra maquinaria y equipo"
"l10n_lv_group_614","614","Accounting depreciation","Amortización contable"
"l10n_lv_group_614_01","614.01","Amortisation of deferred expenses","Amortización de gastos diferidos"
"l10n_lv_group_614_02","614.02","Amortisation of pre-operating expenses","Amortización de gastos pre operativos"
"l10n_lv_group_614_03","614.03","Amortisation of royalties, technical assistance and other deferred expenses","Amortización de regalías, asistencia técnica y otros gastos diferidos"
"l10n_lv_group_614_04","614.04","Amortisation of intangible assets","Amortización de activos intangibles"
"l10n_lv_group_614_05","614.05","Amortisation of organisational costs","Amortización de gastos de organización"
"l10n_lv_group_614_06","614.06","Amortisation of market research and development","Amortización de investigación y desarrollo de mercado"
"l10n_lv_group_614_07","614.07","Amortisation of trademarks and patents","Amortización de marcas y patentes"
"l10n_lv_group_614_08","614.08","Amortisation of goodwill","Amortización de crédito mercantil"
"l10n_lv_group_614_09","614.09","Amortisation of installation costs","Amortización de gastos de instalación"
"l10n_lv_group_614_10","614.10","Amortisation of other deferred assets","Amortización de otros activos diferidos"
"l10n_lv_group_7","7","Result","Resultado"
"l10n_lv_group_701","701","Financial expenses","Gastos financieros"
"l10n_lv_group_701_01","701.01","Foreign exchange loss","Pérdida cambiaria"
"l10n_lv_group_701_02","701.02","Domestic foreign exchange loss related party","Pérdida cambiaria nacional parte relacionada"
"l10n_lv_group_701_03","701.03","Foreign exchange loss related party","Pérdida cambiaria extranjero parte relacionada"
"l10n_lv_group_701_04","701.04","Interest payable by national bank","Intereses a cargo bancario nacional"
"l10n_lv_group_701_05","701.05","Interest on foreign bank charges","Intereses a cargo bancario extranjero"
"l10n_lv_group_701_06","701.06","Interest on foreign bank charges","Intereses a cargo bancario extranjero"
"l10n_lv_group_701_07","701.07","Interest payable by foreign natural persons","Intereses a cargo de personas físicas extranjero"
"l10n_lv_group_701_08","701.08","Interest payable by domestic legal persons","Intereses a cargo de personas morales nacional"
"l10n_lv_group_701_09","701.09","Interest payable by foreign legal entities","Intereses a cargo de personas morales extranjero"
"l10n_lv_group_701_10","701.10","Bank charges","Comisiones bancarias"
"l10n_lv_group_701_11","701.11","Other financial charges","Otros gastos financieros"
"l10n_lv_group_702","702","Financial products","Utilidad cambiaria"
"l10n_lv_group_702_01","702.01","Exchange profit","Utilidad cambiaria"
"l10n_lv_group_702_02","702.02","Domestic foreign exchange gain related party","Utilidad cambiaria nacional parte relacionada"
"l10n_lv_group_702_03","702.03","Foreign exchange gain related party","Utilidad cambiaria extranjero parte relacionada"
"l10n_lv_group_702_04","702.04","Interest in favour of national banks","Intereses a favor bancarios nacional"
"l10n_lv_group_702_05","702.05","Interest in favour of foreign banks","Intereses a favor bancarios extranjero"
"l10n_lv_group_702_06","702.06","Interest in favour of national natural persons","Intereses a favor de personas físicas nacional"
"l10n_lv_group_702_07","702.07","Interest in favour of foreign natural persons","Intereses a favor de personas físicas extranjero"
"l10n_lv_group_702_08","702.08","Interest in favour of national legal persons","Intereses a favor de personas morales nacional"
"l10n_lv_group_702_09","702.09","Interest in favour of foreign legal persons","Intereses a favor de personas morales extranjero"
"l10n_lv_group_702_10","702.10","Other financial products","Otros productos financieros"
"l10n_lv_group_703","703","Other expenditure","Otros gastos"
"l10n_lv_group_703_01","703.01","Loss on sale and/or disposal of land","Pérdida en venta y/o baja de terrenos"
"l10n_lv_group_703_02","703.02","Loss on sale and/or derecognition of buildings","Pérdida en venta y/o baja de edificios"
"l10n_lv_group_703_03","703.03","Loss on sale and/or write-off of machinery and equipment","Pérdida en venta y/o baja de maquinaria y equipo"
"l10n_lv_group_703_04","703.04","Loss on sale and/or deregistration of cars, buses, cargo trucks, tractor-trailers, forklifts and trailers","Pérdida en venta y/o baja de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques"
"l10n_lv_group_703_05","703.05","Loss on sale and/or write-off of office furniture and equipment","Pérdida en venta y/o baja de mobiliario y equipo de oficina"
"l10n_lv_group_703_06","703.06","Loss on sale and/or write-off of computer equipment","Pérdida en venta y/o baja de equipo de cómputo"
"l10n_lv_group_703_07","703.07","Loss on sale and/or write-off of communication equipment","Pérdida en venta y/o baja de equipo de comunicación"
"l10n_lv_group_703_08","703.08","Loss on sale and/or derecognition of biological, plant and livestock assets","Pérdida en venta y/o baja de activos biológicos, vegetales y semovientes"
"l10n_lv_group_703_09","703.09","Loss on sale and/or write-off of other fixed assets","Pérdida en venta y/o baja de otros activos fijos"
"l10n_lv_group_703_10","703.10","Loss on sale and/or deregistration of railways","Pérdida en venta y/o baja de ferrocarriles"
"l10n_lv_group_703_11","703.11","Loss on sale and/or deregistration of vessels","Pérdida en venta y/o baja de embarcaciones"
"l10n_lv_group_703_12","703.12","Loss on sale and/or divestiture of aircraft","Pérdida en venta y/o baja de aviones"
"l10n_lv_group_703_13","703.13","Loss on sale and/or write-off of dies, moulds, matrixes and tooling","Pérdida en venta y/o baja de troqueles, moldes, matrices y herramental"
"l10n_lv_group_703_14","703.14","Loss on sale and/or write-off of telephone communications equipment","Pérdida en venta y/o baja de equipo de comunicaciones telefónicas"
"l10n_lv_group_703_15","703.15","Loss on sale and/or write-off of satellite communication equipment","Pérdida en venta y/o baja de equipo de comunicación satelital"
"l10n_lv_group_703_16","703.16","Loss on sale and/or write-off of adaptive equipment for people with disabilities","Pérdida en venta y/o baja de equipo de adaptaciones para personas con capacidades diferentes"
"l10n_lv_group_703_17","703.17","Loss on sale and/or write-off of machinery and equipment for the generation of energy from renewable sources or efficient cogeneration of electricity systems","Pérdida en venta y/o baja de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente"
"l10n_lv_group_703_18","703.18","Loss on sale and/or write-off of other machinery and equipment","Pérdida en venta y/o baja de otra maquinaria y equipo"
"l10n_lv_group_703_19","703.19","Loss on disposal of shares","Pérdida por enajenación de acciones"
"l10n_lv_group_703_20","703.20","Loss on disposal of company shares","Pérdida por enajenación de partes sociales"
"l10n_lv_group_703_21","703.21","Other expenditure","Otros gastos"
"l10n_lv_group_704","704","Other products","Otros productos"
"l10n_lv_group_704_01","704.01","Gain on sale and/or disposal of land","Ganancia en venta y/o baja de terrenos"
"l10n_lv_group_704_02","704.02","Gain on sale and/or disposal of buildings","Ganancia en venta y/o baja de edificios"
"l10n_lv_group_704_03","704.03","Gain on sale and/or disposal of machinery and equipment","Ganancia en venta y/o baja de maquinaria y equipo"
"l10n_lv_group_704_04","704.04","Gain on sale and/or divestiture of cars, buses, cargo trucks, tractor-trailers, forklifts and trailers","Ganancia en venta y/o baja de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques"
"l10n_lv_group_704_05","704.05","Gain on sale and/or disposal of office furniture and equipment","Ganancia en venta y/o baja de mobiliario y equipo de oficina"
"l10n_lv_group_704_06","704.06","Gain on sale and/or disposal of computer equipment","Ganancia en venta y/o baja de equipo de cómputo"
"l10n_lv_group_704_07","704.07","Gain on sale and/or disposal of communication equipment","Ganancia en venta y/o baja de equipo de comunicación"
"l10n_lv_group_704_08","704.08","Gain on sale and/or disposal of biological, plant and livestock assets","Ganancia en venta y/o baja de activos biológicos, vegetales y semovientes"
"l10n_lv_group_704_09","704.09","Gain on sale and/or derecognition of other fixed assets","Ganancia en venta y/o baja de otros activos fijos"
"l10n_lv_group_704_10","704.10","Gain on sale and/or divestiture of railways","Ganancia en venta y/o baja de ferrocarriles"
"l10n_lv_group_704_11","704.11","Gain on sale and/or disposal of ships","Ganancia en venta y/o baja de embarcaciones"
"l10n_lv_group_704_12","704.12","Gain on sale and/or disposal of aircraft","Ganancia en venta y/o baja de aviones"
"l10n_lv_group_704_13","704.13","Gain on sale and/or write-off of dies, moulds, dies and tooling","Ganancia en venta y/o baja de troqueles, moldes, matrices y herramental"
"l10n_lv_group_704_14","704.14","Gain on sale and/or disposal of telephone communications equipment","Ganancia en venta y/o baja de equipo de comunicaciones telefónicas"
"l10n_lv_group_704_15","704.15","Gain on sale and/or disposal of satellite communication equipment","Ganancia en venta y/o baja de equipo de comunicación satelital"
"l10n_lv_group_704_16","704.16","Profit on sale and/or disposal of adaptive equipment for people with disabilities","Ganancia en venta y/o baja de equipo de adaptaciones para personas con capacidades diferentes"
"l10n_lv_group_704_17","704.17","Gain on sale of machinery and equipment for the generation of energy from renewable sources or efficient cogeneration of electricity systems","Ganancia en venta de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente"
"l10n_lv_group_704_18","704.18","Gain on sale and/or write-off of other machinery and equipment","Ganancia en venta y/o baja de otra maquinaria y equipo"
"l10n_lv_group_704_19","704.19","Gain on disposal of shares","Ganancia por enajenación de acciones"
"l10n_lv_group_704_20","704.20","Gains on disposal of company shares","Ganancia por enajenación de partes sociales"
"l10n_lv_group_704_21","704.21","Fiscal incentive revenue","Ingresos por estímulos fiscales"
"l10n_lv_group_704_22","704.22","Proceeds from debt write-offs","Ingresos por condonación de adeudo"
"l10n_lv_group_704_23","704.23","Other products","Otros productos"
"l10n_lv_group_8","8","Memorandum Accounts","Cuentas de Orden"
"l10n_lv_group_801","801","UFIN of the financial year","UFIN del ejercicio"
"l10n_lv_group_801_01","801.01","UFIN","UFIN"
"l10n_lv_group_801_02","801.02","Against UFIN account","Contra cuenta UFIN"
"l10n_lv_group_802","802","CUFIN for the year","CUFIN del ejercicio"
"l10n_lv_group_802_01","802.01","CUFIN","CUFIN"
"l10n_lv_group_802_02","802.02","Against CUFIN account","Contra cuenta CUFIN"
"l10n_lv_group_803","803","CUFIN from previous years","CUFIN de ejercicios anteriores"
"l10n_lv_group_803_01","803.01","CUFIN from previous years","CUFIN de ejercicios anteriores"
"l10n_lv_group_803_02","803.02","Against CUFIN account of previous years","Contra cuenta CUFIN de ejercicios anteriores"
"l10n_lv_group_804","804","CUFINRE for the financial year","CUFINRE del ejercicio"
"l10n_lv_group_804_01","804.01","CUFINRE","CUFINRE"
"l10n_lv_group_804_02","804.02","Against CUFINRE account","Contra cuenta CUFINRE"
"l10n_lv_group_805","805","CUFINRE from previous years","CUFINRE de ejercicios anteriores"
"l10n_lv_group_805_01","805.01","CUFINRE from previous years","CUFINRE de ejercicios anteriores"
"l10n_lv_group_805_02","805.02","Against previous years' CUFINRE account","Contra cuenta CUFINRE de ejercicios anteriores"
"l10n_lv_group_806","806","CUCA of the exercise","CUCA del ejercicio"
"l10n_lv_group_806_01","806.01","CUCA","CUCA"
"l10n_lv_group_806_02","806.02","Against CUCA account","Contra cuenta CUCA"
"l10n_lv_group_807","807","CUCA from previous years","CUCA de ejercicios anteriores"
"l10n_lv_group_807_01","807.01","CUCA from previous years","CUCA de ejercicios anteriores"
"l10n_lv_group_807_02","807.02","Against previous years' CUCA account","Contra cuenta CUCA de ejercicios anteriores"
"l10n_lv_group_808","808","Annual cumulative inflation adjustment","Ajuste anual por inflación acumulable"
"l10n_lv_group_808_01","808.01","Annual cumulative inflation adjustment","Ajuste anual por inflación acumulable"
"l10n_lv_group_808_02","808.02","Accumulation of the annual inflationary adjustment","Acumulación del ajuste anual inflacionario"
"l10n_lv_group_809","809","Deductible annual inflation adjustment","Ajuste anual por inflación deducible"
"l10n_lv_group_809_01","809.01","Deductible annual inflation adjustment","Ajuste anual por inflación deducible"
"l10n_lv_group_809_02","809.02","Deduction of the annual inflationary adjustment","Deducción del ajuste anual inflacionario"
"l10n_lv_group_810","810","Investment deduction","Deducción de inversión"
"l10n_lv_group_810_01","810.01","Investment deduction","Deducción de inversión"
"l10n_lv_group_810_02","810.02","Against investment deduction account","Contra cuenta deducción de inversiones"
"l10n_lv_group_811","811","Tax gain or loss on sale and/or derecognition of fixed assets","Utilidad o pérdida fiscal en venta y/o baja de activo fijo"
"l10n_lv_group_811_01","811.01","Tax gain or loss on sale and/or derecognition of fixed assets","Utilidad o pérdida fiscal en venta y/o baja de activo fijo"
"l10n_lv_group_811_02","811.02","Against tax profit or loss on sale and/or derecognition of fixed assets","Contra cuenta utilidad o pérdida fiscal en venta y/o baja de activo fijo"
"l10n_lv_group_812","812","Taxable gain or loss on sale of shares or interests","Utilidad o pérdida fiscal en venta acciones o partes sociales"
"l10n_lv_group_812_01","812.01","Taxable gain or loss on sale of shares or interests","Utilidad o pérdida fiscal en venta acciones o partes sociales"
"l1a_lv_group_812_02","812.02","Against taxable profit or loss on sale of shares or interests in companies","Contra cuenta utilidad o pérdida fiscal en venta acciones o partes sociales"
"l10n_lv_group_813","813","Tax loss carry forwards carried forward from previous years","Pérdidas fiscales pendientes de amortizar actualizadas de ejercicios anteriores"
"l10n_lv_group_813_01","813.01","Tax loss carry forwards carried forward from previous years","Pérdidas fiscales pendientes de amortizar actualizadas de ejercicios anteriores"
"l10n_lv_group_813_02","813.02","Restatement of tax loss carryforwards from prior years","Actualización de pérdidas fiscales pendientes de amortizar de ejercicios anteriores"
"l10n_lv_group_814","814","Goods received on consignment","Mercancías recibidas en consignación"
"l10n_lv_group_814_01","814.01","Goods received on consignment","Mercancías recibidas en consignación"
"l10n_lv_group_814_02","814.02","Consignment of goods received","Consignación de mercancías recibidas"
"l10n_lv_group_815","815","VAT and IEPS tax credit on the import of goods for certified companies","Crédito fiscal de IVA e IEPS por la importación de mercancías para empresas certificadas"
"l10n_lv_group_815_01","815.01","VAT and IEPS tax credit for the importation of goods","Crédito fiscal de IVA e IEPS por la importación de mercancías"
"l10n_lv_group_815_02","815.02","Importation of goods with application of VAT and IEPS tax credit","Importación de mercancías con aplicación de crédito fiscal de IVA e IEPS"
"l10n_lv_group_816","816","VAT and IEPS tax credit for the importation of fixed assets for certified companies","Crédito fiscal de IVA e IEPS por la importación de activos fijos para empresas certificadas"
"l10n_lv_group_816_01","816.01","VAT and IEPS tax credit for importing fixed assets","Crédito fiscal de IVA e IEPS por la importación de activo fijo"
"l10n_lv_group_816_02","816.02","Importation of fixed assets with application of VAT and IEPS tax credits","Importación de activo fijo con aplicación de crédito fiscal de IVA e IEPS"
"l10n_lv_group_899","899","Other off-balance sheet items","Otras cuentas de orden"
"l10n_lv_group_899_01","899.01","Other off-balance sheet items","Otras cuentas de orden"
"l10n_lv_group_899_02","899.02","Against other off-balance sheet accounts","Contra cuenta otras cuentas de orden"
